textbox22
generated on 06/05/2021 00:37:45 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,50,2020-12-07,2020-12-13,All,0,,397556,,0.00,,,,,,,,100,2265,980875,4.42,10.19,6,,,6,4,,,419,,397556,,105.39,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,50,2020-12-07,2020-12-13,All,19,643,,29.55,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,50,2020-12-07,2020-12-13,All,670,,1986889,,33.72,,,,,,,,,,,,,,,,,,,,12484,,1986889,,628.32,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,50,2020-12-07,2020-12-13,All,0,,58863,,0.00,,,,,,,,,,,,,,,,,,,,337,,58863,,572.52,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,50,2020-12-07,2020-12-13,All,175,,46208,,378.72,,,,,,,,212,441,,48.07,,28,,,28,,,,,,,,,,,,,,1,,3,3
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,50,2020-12-07,2020-12-13,All,155,,174568,,88.79,,,,,,,,,,,,,,,,,,,,3871,,1328976,,291.28,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,50,2020-12-07,2020-12-13,All,,,,,,,,,,,,,,,,,,,,,,,,,150,,121117,,123.85,,,,,,,0,,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,50,2020-12-07,2020-12-13,All,10714,,64812052,,16.53,,,,,,,,,,,,,,,,,,,,43682,,64812052,,67.40,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,50,2020-12-07,2020-12-13,All,399,,5476752,,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,50,2020-12-07,2020-12-13,All,1,,620029,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,50,2020-12-07,2020-12-13,All,29,,39140,,74.09,,,,,,,,21,627,0,3.35,,17,,,17,5,,,183375,,37995277,,482.63,,,,,,1,,1,1
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,50,2020-12-07,2020-12-13,All,0,,,,,,,,,,,,311,311,2800138,100.00,11.11,311,,,,223,,,8441,,2800138,,301.45,,,,,,1,,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,50,2020-12-07,2020-12-13,All,5,,175109,,2.86,,,,,,,,39,397,0,9.82,,9,,,9,9,,,4043,,2972732,,136.00,,,,,,1,1,1,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,50,2020-12-07,2020-12-13,All,112,,21005,,533.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,50,2020-12-07,2020-12-13,All,83,,2925,,2837.61,,,,,,,,2,237,0,0.84,,0,,,,,,,,,,,,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,50,2020-12-07,2020-12-13,All,103,,66643,,154.55,,,,,,,,,,,,,,,,,,,,472,,66643,,708.25,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,50,2020-12-07,2020-12-13,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,50,2020-12-07,2020-12-13,All,1420,,2061762,,68.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,50,2020-12-07,2020-12-13,All,80,,54713,,146.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,50,2020-12-07,2020-12-13,All,38,,150739,,25.21,,,,,,,,,,,,,,,,,,,,2872,,1490655,,192.67,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,50,2020-12-07,2020-12-13,All,0,,13648,,0.00,,,,,,,,,,,,,,,,,,,,1,,13648,,7.33,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,50,2020-12-07,2020-12-13,All,2710,,919293,,294.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,49,2020-11-30,2020-12-06,All,,,,,,,,,,,,,,,,,,,,,,,,,3082,,379113,,812.95,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,49,2020-11-30,2020-12-06,All,,,,,,,,,,,,,2,381,,0.52,,2,,,,,,,,,,,,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,49,2020-11-30,2020-12-06,All,43,,714653,,6.02,,,,,,,,566,7363,,7.69,,18,,,48,13,,,82364,,5489933,,1500.27,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,49,2020-11-30,2020-12-06,All,181,,168476,,107.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,49,2020-11-30,2020-12-06,All,2469,,1604523,,153.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,49,2020-11-30,2020-12-06,All,0,,417643,,0.00,,,,,,,,,,,,,,,,,,,,1423,,417643,,340.72,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,49,2020-11-30,2020-12-06,All,1,,54092338,,0.00,,,,,,,,111,1779,,6.24,,76,,,73,3,,,438567,,54092338,,810.77,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,49,2020-11-30,2020-12-06,All,9572,,7258753,,131.87,,,,,,,,27,582,,4.64,,0,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,49,2020-11-30,2020-12-06,All,550,,5184236,,10.61,,,,,,,,,,,,,,,,,,,,20884,,5184236,,402.84,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,49,2020-11-30,2020-12-06,All,,,,,,,,,,,,,,,,,,,,,,,,,14988,,1441153,,1040.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,49,2020-11-30,2020-12-06,All,81,,134253,,60.33,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,49,2020-11-30,2020-12-06,All,0,,397566,,0.00,,,,,,,,85,2297,980875,3.70,8.67,7,,,7,7,,,470,,397566,,118.22,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,49,2020-11-30,2020-12-06,All,32,690,,46.38,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,49,2020-11-30,2020-12-06,All,26,,2794207,,0.93,,,,,,,,,,,,,,,,,,,,10096,,2794207,,361.32,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,49,2020-11-30,2020-12-06,All,3,275,,10.91,,,,,,,,,,,,,,,,,,,,,43,275,,156.36,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,49,2020-11-30,2020-12-06,All,1,,92025,,1.09,,,,,,,,,,,,,,,,,,,,740,,92025,,804.13,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,49,2020-11-30,2020-12-06,All,41,,2075301,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,49,2020-11-30,2020-12-06,All,0,,63153,,0.00,,,,,,,,,,,,,,,,,,,,398,,63153,,630.22,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,49,2020-11-30,2020-12-06,All,651,,2048461,,31.78,,,,,,,,,,,,,,,,,,,,12290,,2048461,,599.96,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,49,2020-11-30,2020-12-06,All,,,,,,,,,,,,,,,,,,,,,,,,,198,,139360,,142.08,,,,,,,0,,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,49,2020-11-30,2020-12-06,All,10018,,64812052,,15.46,,,,,,,,,,,,,,,,,,,,36337,,64812052,,56.07,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,49,2020-11-30,2020-12-06,All,145,,174568,,83.06,,,,,,,,,,,,,,,,,,,,4355,,1328976,,327.70,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,49,2020-11-30,2020-12-06,All,212,,58498,,362.41,,,,,,,,175,409,,42.79,,1,,,1,,,,,,,,,,,,,,2,1,3,3
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,49,2020-11-30,2020-12-06,All,8,,620029,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,49,2020-11-30,2020-12-06,All,25,,147494,,16.95,,,,,,,,,,,,,,,,,,,,2704,,1492583,,181.16,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,49,2020-11-30,2020-12-06,All,21,,39140,,53.65,,,,,,,,13,630,0,2.06,,11,,,11,0,,,193418,,37995277,,509.06,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,49,2020-11-30,2020-12-06,All,0,,175109,,0.00,,,,,,,,31,374,0,8.29,,4,,,4,4,,,4080,,2972732,,137.25,,,,,,1,1,1,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,49,2020-11-30,2020-12-06,All,141,,21005,,671.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,49,2020-11-30,2020-12-06,All,106,,63474,,167.00,,,,,,,,,,,,,,,,,,,,432,,63474,,680.59,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,49,2020-11-30,2020-12-06,All,50,,2925,,1709.40,,,,,,,,0,375,0,0.00,,0,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,49,2020-11-30,2020-12-06,All,0,,,,,,,,,,,,322,,2800138,,11.50,322,,,,215,,,7983,,2800138,,285.09,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,49,2020-11-30,2020-12-06,All,87,,61127,,142.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,49,2020-11-30,2020-12-06,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,49,2020-11-30,2020-12-06,All,65,,300934,,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,49,2020-11-30,2020-12-06,All,1660,,2056289,,80.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,49,2020-11-30,2020-12-06,All,2955,,927802,,318.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,49,2020-11-30,2020-12-06,All,434,,5529571,,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,49,2020-11-30,2020-12-06,All,0,,12266,,0.00,,,,,,,,,,,,,,,,,,,,0,,12266,,0.00,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,48,2020-11-23,2020-11-29,All,135,,172300,,78.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,48,2020-11-23,2020-11-29,All,47,,714653,,6.58,,,,,,,,571,6057,,9.43,,26,,,43,3,,,84631,,5489933,,1541.57,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,48,2020-11-23,2020-11-29,All,,,,,,,,,,,,,,,,,,,,,,,,,3475,,419171,,829.02,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,48,2020-11-23,2020-11-29,All,,,,,,,,,,,,,0,408,,0.00,,0,,,,,,,,,,,,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,48,2020-11-23,2020-11-29,All,2683,,1594878,,168.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,48,2020-11-23,2020-11-29,All,6,,54092338,,0.01,,,,,,,,151,2017,,7.49,,98,,,106,33,,,422514,,54092338,,781.10,,,,,,1,,,
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,48,2020-11-23,2020-11-29,All,1,,223540,,0.45,,,,,,,,,,,,,,,,,,,,1056,,223540,,472.40,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,48,2020-11-23,2020-11-29,All,74,,151464,,48.86,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,48,2020-11-23,2020-11-29,All,,,,,,,,,,,,,,,,,,,,,,,,,14676,,1416602,,1036.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,48,2020-11-23,2020-11-29,All,490,,5187220,,9.45,,,,,,,,,,,,,,,,,,,,21785,,5187220,,419.97,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,48,2020-11-23,2020-11-29,All,32,,2075301,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,48,2020-11-23,2020-11-29,All,30,,620029,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,48,2020-11-23,2020-11-29,All,27,,2794207,,0.97,,,,,,,,,,,,,,,,,,,,10376,,2794207,,371.34,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,48,2020-11-23,2020-11-29,All,2,255,,7.84,,,,,,,,,,,,,,,,,,,,,43,255,,168.63,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,48,2020-11-23,2020-11-29,All,0,,86175,,0.00,,,,,,,,,,,,,,,,,,,,684,,86175,,793.73,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,48,2020-11-23,2020-11-29,All,0,,397567,,0.00,,,,,,,,69,2360,980875,2.92,7.03,6,,,6,2,,,352,,397567,,88.54,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,48,2020-11-23,2020-11-29,All,10381,,7258753,,143.01,,,,,,,,22,656,,3.35,,0,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,48,2020-11-23,2020-11-29,All,674,,2094505,,32.18,,,,,,,,,,,,,,,,,,,,12765,,2094505,,609.45,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,48,2020-11-23,2020-11-29,All,0,,58177,,0.00,,,,,,,,,,,,,,,,,,,,265,,58177,,455.51,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,48,2020-11-23,2020-11-29,All,126,,174568,,72.18,,,,,,,,,,,,,,,,,,,,4188,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,48,2020-11-23,2020-11-29,All,11200,,64812052,,17.28,,,,,,,,,,,,,,,,,,,,44146,,64812052,,68.11,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,48,2020-11-23,2020-11-29,All,,,,,,,,,,,,,,,,,,,,,,,,,221,,139887,,157.98,,,,,,,0,,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,48,2020-11-23,2020-11-29,All,199,,57277,,347.43,,,,,,,,185,465,,39.78,,3,,,3,,,,,,,,,,,,,,1,,3,3
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,48,2020-11-23,2020-11-29,All,6,563,,10.66,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,48,2020-11-23,2020-11-29,All,425,,5502930,,7.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2020,48,2020-11-23,2020-11-29,All,22,,155325,,14.16,,,,,,,,,,,,,,,,,,,,2400,,1478859,,162.29,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,48,2020-11-23,2020-11-29,All,26,,39140,,66.43,,,,,,,,10,687,0,1.46,,10,,,10,0,,,199277,,37995277,,524.48,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,48,2020-11-23,2020-11-29,All,0,,,,,,,,,,,,315,315,2800138,100.00,11.25,315,,,,207,,,8710,,2800138,,311.06,,,,,,1,,1,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,48,2020-11-23,2020-11-29,All,152,,25205,,603.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,48,2020-11-23,2020-11-29,All,96,,61427,,156.28,,,,,,,,,,,,,,,,,,,,318,,61427,,517.69,,,,,,1,,2,1
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,48,2020-11-23,2020-11-29,All,65,,3440,,1889.53,,,,,,,,5,481,0,1.04,,0,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,48,2020-11-23,2020-11-29,All,0,,175109,,0.00,,,,,,,,32,480,0,6.67,,9,,,9,9,,,4600,,2972732,,154.74,,,,,,1,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,48,2020-11-23,2020-11-29,All,1549,,2037255,,76.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2020,48,2020-11-23,2020-11-29,All,101,,70968,,142.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,48,2020-11-23,2020-11-29,All,57,,302034,,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,48,2020-11-23,2020-11-29,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2020,48,2020-11-23,2020-11-29,All,0,,11431,,0.00,,,,,,,,,,,,,,,,,,,,2,,11431,,17.50,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2020,48,2020-11-23,2020-11-29,All,1042,,917834,,113.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Bosnia and Herzegovina,2020,47,2020-11-16,2020-11-22,All,,,,,,,,,,,,,0,414,,0.00,,0,,,,,,,,,,,,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2020,47,2020-11-16,2020-11-22,All,163,,175985,,92.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Northern hemishere,Europe,EUR,Eastern Europe,Belarus,2020,47,2020-11-16,2020-11-22,All,24,,714653,,3.36,,,,,,,,677,5206,,13.00,,27,,,55,,,,81170,,5489933,,1478.52,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Bulgaria,2020,47,2020-11-16,2020-11-22,All,,,,,,,,,,,,,,,,,,,,,,,,,3362,,399177,,842.23,,,,,,1,,1,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2020,47,2020-11-16,2020-11-22,All,53,,293184,,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Northern hemishere,Europe,EUR,South West Europe,Italy,2020,47,2020-11-16,2020-11-22,All,2916,,1579881,,184.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Romania,2020,47,2020-11-16,2020-11-22,All,1,,413989,,0.24,,,,,,,,,,,,,,,,,,,,1919,,413989,,463.54,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Russian Federation,2020,47,2020-11-16,2020-11-22,All,1,,54092338,,0.00,,,,,,,,105,1958,,5.36,,55,,,55,24,,,402167,,54092338,,743.48,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,47,2020-11-16,2020-11-22,All,9882,,7258753,,136.14,,,,,,,,12,279,,4.30,,0,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Czechia,2020,47,2020-11-16,2020-11-22,All,408,,5183634,,7.87,,,,,,,,,,,,,,,,,,,,21404,,5183634,,412.91,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2020,47,2020-11-16,2020-11-22,All,,,,,,,,,,,,,,,,,,,,,,,,,14075,,1401892,,1004.00,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2020,47,2020-11-16,2020-11-22,All,79,,160071,,49.35,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2020,47,2020-11-16,2020-11-22,All,3,205,,14.63,,,,,,,,,,,,,,,,,,,,,34,205,,165.85,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Latvia,2020,47,2020-11-16,2020-11-22,All,0,,92025,,0.00,,,,,,,,,,,,,,,,,,,,848,,92025,,921.49,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Republic of Moldova,2020,47,2020-11-16,2020-11-22,All,0,,368291,,0.00,,,,,,,,52,2387,980875,2.18,5.30,7,,,,,,,428,,368291,,116.21,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Lithuania,2020,47,2020-11-16,2020-11-22,All,22,,2794207,,0.79,,,,,,,,,,,,,,,,,,,,10443,,2794207,,373.74,,,,,,1,,3,
Northern hemishere,Europe,EUR,South West Europe,North Macedonia,2020,47,2020-11-16,2020-11-22,All,38,,2075301,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Malta,2020,47,2020-11-16,2020-11-22,All,31,650,,47.69,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Slovenia,2020,47,2020-11-16,2020-11-22,All,0,,63275,,0.00,,,,,,,,,,,,,,,,,,,,288,,63275,,455.16,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Slovakia,2020,47,2020-11-16,2020-11-22,All,570,,1959561,,29.09,,,,,,,,,,,,,,,,,,,,10908,,1959561,,556.66,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2020,47,2020-11-16,2020-11-22,All,176,,56178,,313.29,,,,,,,,161,460,,35.00,,0,,,0,,,,,,,,,,,,,,1,,3,3
Northern hemishere,Europe,EUR,Northern Europe,Estonia,2020,47,2020-11-16,2020-11-22,All,114,,174568,,65.30,,,,,,,,,,,,,,,,,,,,4051,,1328976,,304.82,,,,,,1,,2,0
Northern hemishere,Europe,EUR,South West Europe,Spain,2020,47,2020-11-16,2020-11-22,All,,,,,,,,,,,,,,,,,,,,,,,,,239,,125386,,190.61,,,,,,,0,,0
Northern hemishere,Europe,EUR,South West Europe,France,2020,47,2020-11-16,2020-11-22,All,11238,,64812052,,17.34,,,,,,,,,,,,,,,,,,,,43834,,64812052,,67.63,,,,,,1,,2,
Northern hemishere,Europe,EUR,Northern Europe,Norway,2020,47,2020-11-16,2020-11-22,All,475,,5512319,,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,South West Europe,Montenegro,2020,47,2020-11-16,2020-11-22,All,21,,620029,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Ukraine,2020,47,2020-11-16,2020-11-22,All,51,,39140,,130.30,,,,,,,,7,655,0,1.07,,5,,,0,5,,,188725,,37995277,,496.71,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2020,47,2020-11-16,2020-11-22,All,0,,175109,,0.00,,,,,,,,42,485,0,8.66,,8,,,8,8,,,3062,,2972732,,103.00,,,,,,1,1,3,
Northern hemishere,Europe,EUR,South West Europe,Albania,2020,47,2020-11-16,2020-11-22,All,0,,,,,,,,,,,,414,414,2800138,100.00,14.78,414,,,414,217,,,9444,,2800138,,337.27,,,,,,1,,3,
Northern hemishere,Europe,EUR,South West Europe,Austria,2020,47,2020-11-16,2020-11-22,All,190,,24060,,789.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,0
Northern hemishere,Europe,EUR,Western Asia,Azerbaijan,2020,47,2020-11-16,2020-11-22,All,71,,3283,,2162.66,,,,,,,,2,368,0,0.54,,0,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2020,47,2020-11-16,2020-11-22,All,125,,64861,,192.72,,,,,,,,,,,,,,,,,,,,325,,64861,,501.07,,,,,,1,,2,1
Northern hemishere,Europe,EUR,South West Europe,Croatia,2020,47,2020-11-16,2020-11-22,All,0,,4124531,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2020,47,2020-11-16,2020-11-22,All,1887,,2060280,,91.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,
